Sample_ID,Prop_EcM_OTUs_unassigned,Prop_EcM_OTUs_assigned,Latitude,Longitude,Biome,Continent,Country,Year_of_sampling
GF05004060S,0.333333333,0.666666667,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004072S,0,1,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004086S,0.583333333,0.416666667,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004092S,0.333333333,0.666666667,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004102S,0,1,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004108S,0.333333333,0.666666667,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004113S,0.5,0.5,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004120S,0.4,0.6,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004123S,0.666666667,0.333333333,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004143S,0.6,0.4,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004144S,0.428571429,0.571428571,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004146S,0.857142857,0.142857143,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004153S,0.727272727,0.272727273,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004154S,0.428571429,0.571428571,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004155S,0.5,0.5,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004157S,0.5625,0.4375,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004188S,0.333333333,0.666666667,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004199S,0.25,0.75,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004204S,0.5,0.5,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004211S,0.25,0.75,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004216S,0,1,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004221S,0.333333333,0.666666667,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004226S,0.75,0.25,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004231S,0.6,0.4,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004245S,0.833333333,0.166666667,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004246S,0.653846154,0.346153846,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004250S,0.666666667,0.333333333,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004256S,0.666666667,0.333333333,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004268S,0,1,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004274S,0.333333333,0.666666667,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004277S,0.571428571,0.428571429,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004296S,0.615384615,0.384615385,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004297S,0.333333333,0.666666667,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004303S,0,1,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004306S,0.666666667,0.333333333,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004310S,0,1,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004312S,0.4,0.6,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004314S,0.5,0.5,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004322S,0,1,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004325S,0.25,0.75,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004331S,0.333333333,0.666666667,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004337S,0.2,0.8,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004339S,0,1,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004357S,0,1,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004360S,0.125,0.875,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004367S,0.625,0.375,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004381S,0.714285714,0.285714286,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004389S,0.4,0.6,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004390S,0.285714286,0.714285714,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004394S,0.454545455,0.545454545,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004396S,0.333333333,0.666666667,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004397S,0.473684211,0.526315789,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004400S,0.8,0.2,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004414S,0.5,0.5,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004426S,0.6,0.4,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004430S,0.875,0.125,9.75,-83.78,forest,North America,Costa Rica,2015
GF05004448S,0.5,0.5,9.75,-83.78,forest,North America,Costa Rica,2015
GF05005260S,0.5,0.5,47.18,7.4,cropland,Europe,Switzerland,2017
GF05005728S,0.697674419,0.302325581,28.30931667,99.14958611,forest,Asia,China,2018
GF05005735S,0.786885246,0.213114754,28.31114167,99.14891667,forest,Asia,China,2018
GF05005767S,0.714285714,0.285714286,28.31908611,99.13004444,forest,Asia,China,2018
GF05005917S,0.402298851,0.597701149,51.722972,9.703111,forest,Europe,Germany,2017
GF05005925S,0.435897436,0.564102564,51.722583,9.70775,forest,Europe,Germany,2017
GF05005954S,0.430555556,0.569444444,53.115861,10.837417,forest,Europe,Germany,2017
GF05006002S,0.307692308,0.692307692,51.694083,9.52825,forest,Europe,Germany,2017
GF05006236S,0.875,0.125,37.7609027,-25.5376123,grassland,Europe,Azores,2017
GF05006305S,0.7,0.3,47.6309333,10.40035,grassland,Europe,Germany,2017
GF05006320S,0.461538462,0.538461538,47.3871333,10.24615,grassland,Europe,Germany,2017
GF05006347S,0.666666667,0.333333333,47.5271,10.37095,grassland,Europe,Germany,2017
GF05006348S,0.6,0.4,47.5272667,10.3683667,grassland,Europe,Germany,2017
GF05006367S,0.578947368,0.421052632,46.64013,8.02265,grassland,Europe,Switzerland,2017
GF05006394S,0.666666667,0.333333333,46.67896,8.78122,grassland,Europe,Switzerland,2017
GF05006445S,0.666666667,0.333333333,37.52737,-8.659327,grassland,Europe,Portugal,2018
GF05006507S,0.875,0.125,55.680498,13.908753,grassland,Europe,Sweden,2017
GF05006523S,0.685714286,0.314285714,63.800653,19.843141,grassland,Europe,Sweden,2017
GF05006524S,0.62295082,0.37704918,63.872718,19.733038,grassland,Europe,Sweden,2017
GF05009613S,0.4,0.6,46.2,7.2,forest,Europe,Switzerland,2014
GF05009673S,0.677966102,0.322033898,47.66,8.53,forest,Europe,Switzerland,2014
GF05010238S,0.155963303,0.844036697,59.94453358,10.71158805,anthropogenic,Europe,Norway,2017
GF05010239S,0.200892857,0.799107143,59.94453358,10.71158805,anthropogenic,Europe,Norway,2017
GF05010240S,0.193548387,0.806451613,59.94453358,10.71158805,anthropogenic,Europe,Norway,2017
GF05010241S,0.203319502,0.796680498,59.94453358,10.71158805,anthropogenic,Europe,Norway,2017
GF05010242S,0.267857143,0.732142857,59.94453358,10.71158805,anthropogenic,Europe,Norway,2017
GF05010243S,0.285714286,0.714285714,59.93824059,10.72217187,anthropogenic,Europe,Norway,2017
GF05010244S,0.27972028,0.72027972,59.93824059,10.72217187,anthropogenic,Europe,Norway,2017
GF05011068S,0.348837209,0.651162791,39.99,-105.38,forest,North America,USA,2012
GF05011078S,0.388888889,0.611111111,18.3,-65.8,forest,North America,Puerto Rico,2012
GF05011093S,0.526315789,0.473684211,42.53,-72.19,forest,North America,USA,2012
GF05011095S,0.53125,0.46875,42.53,-72.19,forest,North America,USA,2012
GF05011102S,0.538461538,0.461538462,42.53,-72.19,forest,North America,USA,2012
GF05011103S,0.5,0.5,42.53,-72.19,forest,North America,USA,2012
GF05011104S,0.571428571,0.428571429,42.53,-72.19,forest,North America,USA,2012
GF05011105S,0.62745098,0.37254902,42.53,-72.19,forest,North America,USA,2012
GF05011107S,0.426966292,0.573033708,42.53,-72.19,forest,North America,USA,2012
GF05011111S,0.513513514,0.486486486,42.53,-72.19,forest,North America,USA,2012
GF05011139S,0.625,0.375,9.15,-79.85,forest,North America,Panama,2012
GF05011169S,0.56,0.44,44.2,-122.26,forest,North America,USA,2012
GF05012618S,0.3,0.7,59.84975,16.24412,forest,Europe,Sweden,2016
GF05012619S,0.315789474,0.684210526,59.84974,16.24412,forest,Europe,Sweden,2016
GF05012622S,0.35,0.65,59.84962,16.27091,forest,Europe,Sweden,2016
GF05012623S,0.473684211,0.526315789,59.84961,16.27091,forest,Europe,Sweden,2016
GF05012630S,0.41509434,0.58490566,59.85851,16.24828,forest,Europe,Sweden,2016
GF05012631S,0.470588235,0.529411765,59.8585,16.24828,forest,Europe,Sweden,2016
GF05012632S,0.4,0.6,59.85849,16.24828,forest,Europe,Sweden,2016
GF05012633S,0.47826087,0.52173913,59.85848,16.24828,forest,Europe,Sweden,2016
GF05012634S,0.208333333,0.791666667,59.86026,16.24539,forest,Europe,Sweden,2016
GF05012636S,0.266666667,0.733333333,59.86024,16.24539,forest,Europe,Sweden,2016
GF05012640S,0.357142857,0.642857143,59.85645,16.26183,forest,Europe,Sweden,2016
GF05012642S,0.35,0.65,59.85695,16.26633,forest,Europe,Sweden,2016
GF05012655S,0.454545455,0.545454545,59.86651,16.28078,forest,Europe,Sweden,2016
GF05012656S,0.333333333,0.666666667,59.8665,16.28078,forest,Europe,Sweden,2016
GF05012657S,0.428571429,0.571428571,59.86649,16.28078,forest,Europe,Sweden,2016
GF05012659S,0.365384615,0.634615385,59.83757,16.27564,forest,Europe,Sweden,2016
GF05012660S,0.261538462,0.738461538,59.83756,16.27564,forest,Europe,Sweden,2016
GF05012661S,0.382352941,0.617647059,59.87563,16.28715,forest,Europe,Sweden,2016
GF05012663S,0.288888889,0.711111111,59.94035,16.19555,forest,Europe,Sweden,2016
GF05012665S,0.4,0.6,59.93572,16.19562,forest,Europe,Sweden,2016
GF05012666S,0.315789474,0.684210526,59.93571,16.19562,forest,Europe,Sweden,2016
GF05012667S,0.411764706,0.588235294,59.9357,16.19562,forest,Europe,Sweden,2016
GF05012669S,0.21875,0.78125,59.88804,16.08365,forest,Europe,Sweden,2016
GF05012670S,0.227272727,0.772727273,59.88803,16.08365,forest,Europe,Sweden,2016
GF05012675S,0.5,0.5,59.91725,16.13378,forest,Europe,Sweden,2016
GF05012681S,0.380952381,0.619047619,59.91479,16.13577,forest,Europe,Sweden,2016
GF05012683S,0.222222222,0.777777778,59.89672,16.14141,forest,Europe,Sweden,2016
GF05012685S,0.590909091,0.409090909,59.8967,16.14141,forest,Europe,Sweden,2016
GF05012687S,0.423076923,0.576923077,59.88845,16.15082,forest,Europe,Sweden,2016
GF05012689S,0.555555556,0.444444444,59.88843,16.15082,forest,Europe,Sweden,2016
GF05012691S,0.24,0.76,59.89835,16.11873,forest,Europe,Sweden,2016
GF05012697S,0.375,0.625,59.90054,16.0804,forest,Europe,Sweden,2016
GF05012701S,0.342105263,0.657894737,59.8387,16.16095,forest,Europe,Sweden,2016
GF05012702S,0.389473684,0.610526316,59.8386,16.16095,forest,Europe,Sweden,2016
GF05012705S,0.411764706,0.588235294,59.87415,16.13075,forest,Europe,Sweden,2016
GF05012706S,0.2,0.8,59.87414,16.13075,forest,Europe,Sweden,2016
GF05012710S,0.48,0.52,59.84247,16.24805,forest,Europe,Sweden,2016
GF05012718S,0.333333333,0.666666667,59.84765,16.22853,forest,Europe,Sweden,2016
GF05012726S,0.15,0.85,59.85268,16.23584,forest,Europe,Sweden,2016
GF05012728S,0.363636364,0.636363636,59.85266,16.23584,forest,Europe,Sweden,2016
GF05012750S,0.75,0.25,55.2166667,-77.7,aquatic,North America,Canada,2014
GF05012825S,0.636363636,0.363636364,47.0538,12.957,tundra,Europe,Austria,2017 to 2018
GF05012847S,0.705882353,0.294117647,47.0538,12.957,tundra,Europe,Austria,2017 to 2018
GF05012854S,0.5,0.5,47.0538,12.957,tundra,Europe,Austria,2017 to 2018
GF05012858S,0.411764706,0.588235294,47.0538,12.957,tundra,Europe,Austria,2017 to 2018
GF05012935S,0.661971831,0.338028169,43.2883,142.6042,forest,Asia,Japan,2010
GF05012947S,0.6,0.4,60.3818,111.7829,forest,Asia,Russia,2018
GF05013038S,0.678571429,0.321428571,27.4681,99.8558,forest,Asia,China,2014
GF05013051S,0.526315789,0.473684211,46.1097,7.9211,forest,Europe,Switzerland,2014
GF05013085S,0.489130435,0.510869565,54.2883,57.4039,forest,Asia,Russia,2018
GF05013100S,0.827586207,0.172413793,14.5781,-17.0172,grassland,Africa,Senegal,2011
GF05013140S,0.8,0.2,0.5767,9.3358,forest,Africa,Gabon,2018
GF05013155S,0.660550459,0.339449541,32.4403,-110.7856,forest,North America,USA,2015
GF05013191S,0.442176871,0.557823129,60.2775,16.8758,forest,Europe,Sweden,2018
GF05013200S,0.558823529,0.441176471,54.0837,126.8809,forest,Asia,Russia,2018
GF05013225S,0.481481481,0.518518519,61.1467,16.8919,forest,Europe,Sweden,2013
GF05013253S,0.348484848,0.651515152,50.1411,8.2675,forest,Europe,Germany,2012
GF05014889S,0.659574468,0.340425532,41.435877,-90.553809,forest,North America,USA,2012
GF05014923S,0.609756098,0.390243902,42.46364,-84.006528,forest,North America,USA,2012
GF05014930S,0.5,0.5,42.45668,-84.012897,forest,North America,USA,2012
GF05014984S,0.694444444,0.305555556,37.490437,-88.912027,forest,North America,USA,2012
GF05015583S,0.576923077,0.423076923,56.15,-4.18,wetland,Europe,UK,2019
GF05015651S,0.333333333,0.666666667,56.57,13.7,wetland,Europe,Sweden,2019
GF05016015S,0.315789474,0.684210526,50.0603,18.4418,woodland,Europe,Poland,2018
GF05016660S,0.333333333,0.666666667,47.580556,11.639167,forest,Europe,Austria,2019
GF05016661S,0.413793103,0.586206897,47.580556,11.639167,forest,Europe,Austria,2019
GF05016662S,0.469387755,0.530612245,47.580556,11.639167,forest,Europe,Austria,2019
GF05016663S,0.46,0.54,47.580556,11.639167,forest,Europe,Austria,2019
GF05016672S,0.392857143,0.607142857,47.580556,11.639167,forest,Europe,Austria,2019
GF05016674S,0.465116279,0.534883721,47.580556,11.639167,forest,Europe,Austria,2019
GF05016706S,0.488888889,0.511111111,47.580556,11.639167,forest,Europe,Austria,2019
GF05016719S,0.416666667,0.583333333,47.580556,11.639167,forest,Europe,Austria,2019
GF05016720S,0.548387097,0.451612903,47.580556,11.639167,forest,Europe,Austria,2019
GF05016722S,0.4375,0.5625,47.580556,11.639167,forest,Europe,Austria,2019
GF05016727S,0.403846154,0.596153846,47.580556,11.639167,forest,Europe,Austria,2019
GF05016728S,0.340909091,0.659090909,47.580556,11.639167,forest,Europe,Austria,2019
GF05016729S,0.411764706,0.588235294,47.580556,11.639167,forest,Europe,Austria,2019
GF05016730S,0.461538462,0.538461538,47.580556,11.639167,forest,Europe,Austria,2019
GF05016752S,0.574074074,0.425925926,51.32808599,-117.5889917,forest,North America,Canada,2019
GF05016753S,0.611398964,0.388601036,51.32808599,-117.5889917,forest,North America,Canada,2019
GF05016755S,0.636363636,0.363636364,51.1379872,-118.1151749,forest,North America,Canada,2019
GF05017074S,0.321428571,0.678571429,62.1505,6.200556,forest,Europe,Norway,2016
GF05017093S,0.37704918,0.62295082,61.510833,6.298333,forest,Europe,Norway,2016
GF05017099S,0.441176471,0.558823529,61.510833,6.298333,forest,Europe,Norway,2016
GF05017105S,0.391304348,0.608695652,61.510833,6.298333,forest,Europe,Norway,2016
GF05017121S,0.351851852,0.648148148,61.506111,6.212778,forest,Europe,Norway,2016
GF05017778S,0.666666667,0.333333333,46.728167,8.021,anthropogenic,Europe,Switzerland,2018
GF05018823S,0.1,0.9,51.329,10.53,forest,Europe,Germany,2019
GF05018830S,0,1,51.332,10.518,forest,Europe,Germany,2019
GF05018838S,0,1,51.404,10.525,forest,Europe,Germany,2019
GF05018844S,0.333333333,0.666666667,51.37,10.522,forest,Europe,Germany,2019
GF05018848S,0,1,51.341,10.545,forest,Europe,Germany,2019
GF05018858S,0.25,0.75,51.342,10.545,forest,Europe,Germany,2019
GF05019059S,0.41509434,0.58490566,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019060S,0.486486486,0.513513514,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019061S,0.5375,0.4625,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019062S,0.425,0.575,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019063S,0.425,0.575,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019064S,0.418604651,0.581395349,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019066S,0.395833333,0.604166667,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019067S,0.366666667,0.633333333,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019068S,0.482758621,0.517241379,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019069S,0.423728814,0.576271186,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019070S,0.448979592,0.551020408,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019072S,0.365079365,0.634920635,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019073S,0.532258065,0.467741935,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019074S,0.451612903,0.548387097,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019076S,0.403846154,0.596153846,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019077S,0.319148936,0.680851064,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019078S,0.535714286,0.464285714,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019079S,0.324324324,0.675675676,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019080S,0.375,0.625,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019081S,0.378378378,0.621621622,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019086S,0.324324324,0.675675676,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019088S,0.337837838,0.662162162,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019089S,0.291666667,0.708333333,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019090S,0.338983051,0.661016949,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019091S,0.4,0.6,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019093S,0.4,0.6,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019095S,0.326086957,0.673913043,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019096S,0.464285714,0.535714286,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019098S,0.444444444,0.555555556,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019100S,0.416666667,0.583333333,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019101S,0.47826087,0.52173913,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019102S,0.442622951,0.557377049,60.9167,16.0167,forest,Europe,Sweden,2013
GF05019910S,0.370967742,0.629032258,47.05,13,forest,Europe,Austria,2015
GF05019930S,0.605263158,0.394736842,56.798,59.425,woodland,Asia,Russia,2014
GF05019934S,0.48,0.52,56.798,59.425,woodland,Asia,Russia,2014
GF05019936S,0.444444444,0.555555556,56.798,59.425,woodland,Asia,Russia,2014
GF05019942S,0.422535211,0.577464789,58.837,59.873,woodland,Asia,Russia,2014
GF05019944S,0.35443038,0.64556962,58.837,59.873,woodland,Asia,Russia,2014
GF05019946S,0.402597403,0.597402597,58.837,59.873,woodland,Asia,Russia,2014
GF05020137S,0,1,55.9886111,21.076388,forest,Europe,Lithuania,2008
GF05021576S,0.565217391,0.434782609,38.93459813,-107.0107845,grassland,North America,USA,2014
GF05021593S,0.5,0.5,38.9186175,-107.0362825,grassland,North America,USA,2014
GF05021594S,0.693693694,0.306306306,38.97141971,-106.9842817,grassland,North America,USA,2014
GF05021602S,0.545454545,0.454545455,38.89726965,-106.9789927,grassland,North America,USA,2014
GF05022239S,0.551020408,0.448979592,48.23405778,-78.58319278,forest,North America,Canada,2017
GF05022252S,0.560606061,0.439393939,48.21847833,-78.741695,forest,North America,Canada,2017
GF05022255S,0.444444444,0.555555556,48.77885111,-78.546865,forest,North America,Canada,2017
GF05022260S,0.489361702,0.510638298,47.94328167,-78.57293667,forest,North America,Canada,2017
GF05022264S,0.4,0.6,47.96987,-78.30121667,forest,North America,Canada,2017
GF05022267S,0.607142857,0.392857143,48.34805167,-79.24567833,forest,North America,Canada,2017
GF05022272S,0.551948052,0.448051948,48.26962134,-78.9668626,forest,North America,Canada,2017
GF05022279S,0.519685039,0.480314961,48.19250113,-78.91620624,forest,North America,Canada,2017
GF05022286S,0.585858586,0.414141414,48.86479333,-78.8961,forest,North America,Canada,2017
GF05022288S,0.495652174,0.504347826,48.77852583,-78.56878083,forest,North America,Canada,2017
GF05022293S,0.414634146,0.585365854,48.37489333,-79.14271,forest,North America,Canada,2017
GF05022300S,0.406666667,0.593333333,48.4776,-79.026335,forest,North America,Canada,2017
GF05022308S,0.477876106,0.522123894,48.39227833,-79.206375,forest,North America,Canada,2017
GF05022312S,0.47826087,0.52173913,46.39467166,-73.088505,forest,North America,Canada,2017
GF05022327S,0.5875,0.4125,46.551655,-72.79957167,forest,North America,Canada,2017
GF05022340S,0.574193548,0.425806452,46.49735,-72.9552233,forest,North America,Canada,2017
GF05022341S,0.535714286,0.464285714,46.70903666,-72.65912333,forest,North America,Canada,2017
GF05022350S,0.481751825,0.518248175,46.543755,-72.32949833,forest,North America,Canada,2017
GF05022362S,0.488888889,0.511111111,46.44007333,-72.81561333,forest,North America,Canada,2017
GF05022369S,0.484848485,0.515151515,46.38906167,-72.58438667,forest,North America,Canada,2017
GF05022385S,0.41025641,0.58974359,46.48960167,-72.69729,forest,North America,Canada,2017
GF05022388S,0.527272727,0.472727273,46.53681333,-72.44353333,forest,North America,Canada,2017
GF05022408S,0.433962264,0.566037736,48.12797833,-79.03451,forest,North America,Canada,2017
GF05022414S,0.679558011,0.320441989,47.57387167,-79.331895,forest,North America,Canada,2017
GF05022416S,0.525641026,0.474358974,47.82734333,-79.28737167,forest,North America,Canada,2017
GF05022417S,0.598484848,0.401515152,47.80496583,-79.40987333,forest,North America,Canada,2017
GF05022432S,0.520547945,0.479452055,48.04521,-78.94121583,forest,North America,Canada,2017
GF05022435S,0.465909091,0.534090909,47.83023667,-79.26319333,forest,North America,Canada,2017
GF05022448S,0.465517241,0.534482759,47.38207166,-73.19333166,forest,North America,Canada,2017
GF05022453S,0.480392157,0.519607843,47.554625,-73.019805,forest,North America,Canada,2017
GF05022476S,0.527131783,0.472868217,47.71687333,-72.516845,forest,North America,Canada,2017
GF05022488S,0.571428571,0.428571429,47.40882,-72.86121833,forest,North America,Canada,2017
GF05022501S,0.372093023,0.627906977,61.49,29.04,forest,Europe,Finland,2017
GF05022505S,0.297520661,0.702479339,61.51,28.99,forest,Europe,Finland,2017
GF05022870S,0.3,0.7,62.6,29.9,forest,Europe,Finland,2015
GF05022882S,0.495726496,0.504273504,62.6,29.9,forest,Europe,Finland,2015
GF05022887S,0.63559322,0.36440678,62.6,29.9,forest,Europe,Finland,2015
GF05022897S,0.434782609,0.565217391,62.6,29.9,forest,Europe,Finland,2015
GF05022904S,0.533707865,0.466292135,62.6,29.9,forest,Europe,Finland,2015
GF05022913S,0.4,0.6,62.6,29.9,forest,Europe,Finland,2015
GF05022914S,0.557142857,0.442857143,62.6,29.9,forest,Europe,Finland,2015
GF05022917S,0.4,0.6,62.6,29.9,forest,Europe,Finland,2015
GF05022919S,0.461538462,0.538461538,62.6,29.9,forest,Europe,Finland,2015
GF05022928S,0.586206897,0.413793103,62.6,29.9,forest,Europe,Finland,2015
GF05022952S,0.529411765,0.470588235,62.6,29.9,forest,Europe,Finland,2015
GF05022969S,0.407407407,0.592592593,62.6,29.9,forest,Europe,Finland,2015
GF05022979S,0.272727273,0.727272727,62.6,29.9,forest,Europe,Finland,2015
GF05022983S,0.603448276,0.396551724,62.6,29.9,forest,Europe,Finland,2015
GF05022984S,0.630136986,0.369863014,62.6,29.9,forest,Europe,Finland,2015
GF05023000S,0.666666667,0.333333333,62.6,29.9,forest,Europe,Finland,2015
GF05023002S,0.6,0.4,62.6,29.9,forest,Europe,Finland,2015
GF05023003S,0.368421053,0.631578947,62.6,29.9,forest,Europe,Finland,2015
GF05023015S,0.481012658,0.518987342,62.6,29.9,forest,Europe,Finland,2015
GF05023032S,0.585365854,0.414634146,62.6,29.9,forest,Europe,Finland,2015
GF05023044S,0.553571429,0.446428571,62.6,29.9,forest,Europe,Finland,2015
GF05024035S,0.666666667,0.333333333,60.224,24.9295,forest,Europe,Finland,2018
GF05024113S,0.4,0.6,60.1341,24.5558,forest,Europe,Finland,2018
GF05024135S,0.5,0.5,60.6421,25.4113,forest,Europe,Finland,2018
GF05024141S,0.461538462,0.538461538,60.6433,25.4114,forest,Europe,Finland,2018
GF05024333S,0.6,0.4,45.891389,123.69,wetland,Asia,China,2020
GF05024337S,0.5,0.5,45.937222,123.626944,wetland,Asia,China,2020
GF05024339S,0.571428571,0.428571429,45.891389,123.69,wetland,Asia,China,2020
GF05024348S,0.666666667,0.333333333,45.936389,123.674167,wetland,Asia,China,2020
GF05024351S,0.25,0.75,45.891389,123.69,wetland,Asia,China,2020
GF05024353S,0.567567568,0.432432432,45.937222,123.626944,wetland,Asia,China,2020
GF05024507S,0.75,0.25,45.844444,7.578056,grassland,Europe,Italy,2018
GF05024510S,0.866666667,0.133333333,45.844444,7.578056,grassland,Europe,Italy,2018
GF05024521S,0,1,45.844444,7.578056,grassland,Europe,Italy,2018
GF05024522S,0.714285714,0.285714286,45.844444,7.578056,grassland,Europe,Italy,2018
GF05024523S,0.588235294,0.411764706,45.844444,7.578056,grassland,Europe,Italy,2018
GF05025766S,0.421052632,0.578947368,47.48,8.91,grassland,Europe,Switzerland,2013
GF05025778S,0.5,0.5,46.75,7.14,grassland,Europe,Switzerland,2015
GF05025788S,0.551724138,0.448275862,47.12,9.07,grassland,Europe,Switzerland,2015
GF05025790S,0.450331126,0.549668874,47.48,8.91,grassland,Europe,Switzerland,2014
GF05025798S,0.416666667,0.583333333,46.51,6.86,grassland,Europe,Switzerland,2014
GF05025799S,0.561403509,0.438596491,47.12,9.07,grassland,Europe,Switzerland,2015
GF05025807S,0.539325843,0.460674157,47.08,8.36,grassland,Europe,Switzerland,2015
GF05025808S,0.467213115,0.532786885,46.69,9.67,forest,Europe,Switzerland,2013
GF05025844S,0.479166667,0.520833333,47.56,8.2,cropland,Europe,Switzerland,2014
GF05025859S,0.457746479,0.542253521,46.69,9.67,forest,Europe,Switzerland,2016
GF05025862S,0.493055556,0.506944444,46.69,9.67,forest,Europe,Switzerland,2013
GF05025865S,0.576271186,0.423728814,47.12,9.07,grassland,Europe,Switzerland,2013
GF05025878S,0.554744526,0.445255474,46.29,7.87,forest,Europe,Switzerland,2014
GF05025883S,0.4375,0.5625,46.33,6.9,cropland,Europe,Switzerland,2016
GF05025884S,0.594339623,0.405660377,47.01,6.66,grassland,Europe,Switzerland,2015
GF05025886S,0.4,0.6,46.33,6.9,cropland,Europe,Switzerland,2016
GF05025890S,0.545454545,0.454545455,46.7,8.86,grassland,Europe,Switzerland,2015
GF05025911S,0.458333333,0.541666667,45.85,9,cropland,Europe,Switzerland,2016
GF05025912S,0.434782609,0.565217391,47.05,7.48,cropland,Europe,Switzerland,2014
GF05025920S,0.227272727,0.772727273,47.59,9.22,cropland,Europe,Switzerland,2013
GF05025934S,0.477941176,0.522058824,46.82,9.86,forest,Europe,Switzerland,2012
GF05025942S,0.594444444,0.405555556,47.64,8.82,forest,Europe,Switzerland,2016
GF05025960S,0.463576159,0.536423841,46.82,9.86,forest,Europe,Switzerland,2014
GF05025972S,0.503546099,0.496453901,46.69,9.67,forest,Europe,Switzerland,2014
