"canonicalName","acceptedNameUsage","NSL","GBIF","OBSERVATION_TOT","SPECIMEN_TOT","GlobalFungi","synonym_canonicalNames","GSMc","UNITE"
"Sarcodon imbricatus","Sarcodon imbricatus",NA,"yes",0,1,NA,"Sarcodon imbricatus",NA,"yes"
"Sarcodon laevigatus","Sarcodon laevigatus (Sw.) P.Karst.","yes",NA,0,0,NA,"Hydnum laevigatum, Sarcodon laevigatus",NA,NA
"Sarcosphaera funerata","Sarcosphaera funerata",NA,"yes",0,1,NA,"Sarcosphaera funerata",NA,NA
"Scleroderma albidum","Scleroderma albidum Pat. & Trab.","yes","yes",0,37,"yes","Scleroderma albidum, Scleroderma radicans","yes","yes"
"Scleroderma areolatum","Scleroderma areolatum Ehrenb.","yes","yes",1,21,"yes","Scleroderma areolatum","yes","yes"
"Scleroderma aurantium","Scleroderma aurantium (L.) Pers.","yes",NA,0,0,NA,"Lycoperdon aurantium, Scleroderma aurantium",NA,NA
"Scleroderma biennis","Scleroderma biennis (Bull.) Singer","yes",NA,0,0,NA,"Boletus biennis, Boletus distortus, Daedalea biennis, Heteroporus biennis, Polyporus biennis, Polyporus distortus, Polyporus proteiporus, Polyporus rufescens, Ptychogaster rufescens, Scleroderma biennis, Sistotrema rufescens",NA,NA
"Scleroderma bougheri","Scleroderma bougheri Trappe, Castellano & Giachini","yes","yes",0,13,NA,"Scleroderma bougheri",NA,NA
"Scleroderma bovista","Scleroderma bovista Fr.","yes","yes",11,20,NA,"Scleroderma bovista",NA,"yes"
"Scleroderma capeverdeanum","Scleroderma capeverdeanum",NA,NA,NA,NA,NA,NA,"yes",NA
"Scleroderma cepa","Scleroderma cepa Pers.","yes","yes",978,276,NA,"Scleroderma cepa, Scleroderma flavidum",NA,"yes"
"Scleroderma citrinum","Scleroderma citrinum Pers.","yes","yes",44,15,NA,"Scleroderma citrinum, Scleroderma vulgare",NA,"yes"
"Scleroderma columnare","Scleroderma columnare Berk. & Broome","yes","yes",0,1,NA,"Scleroderma columnare, Veligaster columnaris",NA,"yes"
"Scleroderma floridanum","Scleroderma floridanum Guzmán","yes","yes",0,1,NA,"Scleroderma floridanum",NA,NA
"Scleroderma fuscum","Scleroderma fuscum (Corda) E.Fisch.","yes",NA,0,0,NA,"Phlyctospora fusca, Scleroderma fuscum",NA,NA
"Scleroderma hypogaeum","Scleroderma hypogaeum",NA,"yes",0,1,NA,"Scleroderma hypogaeum",NA,NA
"Scleroderma laeve","Scleroderma laeve Lloyd","yes","yes",0,11,NA,"Scleroderma laeve",NA,"yes"
"Scleroderma macrorrhizon","Scleroderma macrorrhizon Wallr.","yes",NA,0,0,NA,"Scleroderma macrorrhizon",NA,NA
"Scleroderma mayama","Scleroderma mayama Grgur.","yes","yes",2,3,NA,"Scleroderma mayama",NA,NA
"Scleroderma pandanaceum","Scleroderma pandanaceum F.Muell.","yes",NA,0,0,NA,"Scleroderma pandanaceum",NA,NA
"Scleroderma paradoxum","Scleroderma paradoxum G.W.Beaton","yes","yes",1,55,NA,"Scleroderma paradoxum",NA,NA
"Scleroderma pileolatum","Scleroderma pileolatum Kalchbr.","yes",NA,0,0,NA,"Lycoperdon pileolatum, Scleroderma pileolatum",NA,NA
"Scleroderma polyrhizum","Scleroderma polyrhizum (J.F.Gmel.) Pers.","yes","yes",17,63,NA,"Lycoperdon polyrhizum, Scleroderma australe, Scleroderma geaster, Scleroderma polyrhizum",NA,"yes"
"Scleroderma texense","Scleroderma texense Berk.","yes",NA,0,0,NA,"Scleroderma texense",NA,NA
"Scleroderma verrucosum","Scleroderma verrucosum (Bull.) Pers.","yes","yes",22,129,NA,"Lycoperdon verrucosum, Scleroderma verrucosum",NA,"yes"
"Sclerogone eucalypti","Sclerogone eucalypti Warcup","yes",NA,0,0,NA,"Sclerogone eucalypti",NA,NA
"Scutiger pes-caprae","Scutiger pes-caprae",NA,"yes",0,2,NA,"Scutiger pes-caprae",NA,"yes"
"Sebacina dendroidea","Sebacina dendroidea (Berk. & M.A.Curtis) Lloyd","yes","yes",0,3,NA,"Hymenochaete dendroidea, Sebacina dendroidea",NA,NA
"Sebacina epigaea","Sebacina epigaea",NA,"yes",1,0,NA,"Sebacina epigaea","yes","yes"
"Sebacina incrustans","Sebacina incrustans (Pers.) Tul. & C.Tul.","yes","yes",0,9,"yes","Corticium incrustans, Corticium sebaceum, Sebacina incrustans, Soppittiella cristata, Thelephora cristata, Thelephora sebacea","yes","yes"
"Sebacina macrospora","Sebacina macrospora",NA,"yes",0,3,NA,"Sebacina macrospora",NA,NA
"Setchelliogaster australiensis","Setchelliogaster australiensis G.W.Beaton, Pegler & T.W.K.Young","yes",NA,0,0,"yes","Setchelliogaster australiensis",NA,"yes"
"Setchelliogaster tenuipes","Setchelliogaster tenuipes (Setch.) Pouzar","yes","yes",6,73,NA,"Descolea rheophylla, Naucoria rheophylla, Secotium tenuipes, Setchelliogaster rheophyllus, Setchelliogaster tenuipes",NA,NA
"Solioccasus polychromus","Solioccasus polychromus",NA,"yes",6,6,NA,"Solioccasus polychromus",NA,"yes"
"Sphaerosoma alveolatum","Sphaerosoma alveolatum McLennan & Cookson","yes",NA,0,0,NA,"Sphaerosoma alveolatum",NA,NA
"Sphaerosoma mucidum","Sphaerosoma mucidum",NA,"yes",0,1,NA,"Sphaerosoma mucidum",NA,NA
"Sphaerosoma tasmanica","Sphaerosoma tasmanica Rodway","yes","yes",0,1,NA,"Hydnocystis echinospora, Sphaerosoma tasmanica",NA,NA
"Sphaerosoma trispora","Sphaerosoma trispora McLennan & Cookson","yes","yes",0,12,NA,"Sphaerosoma trispora",NA,"yes"
"Sphaerosporella brunnea","Sphaerosporella brunnea",NA,"yes",0,1,NA,"Sphaerosporella brunnea",NA,"yes"
"Sphaerosporella hinnulea","Sphaerosporella hinnulea (Berk. & Broome) Rifai","yes",NA,0,0,NA,"Lachnea confusa, Peziza confusa, Peziza hinnulea, Sphaerospora confusa, Sphaerosporella hinnulea",NA,NA
"Strobilomyces excavatus","Strobilomyces excavatus (Kalchbr.) Henn.","yes",NA,0,0,NA,"Secotium excavatum, Strobilomyces excavatus",NA,NA
"Strobilomyces fasciculatus","Strobilomyces fasciculatus Cooke","yes",NA,0,0,NA,"Strobilomyces fasciculatus",NA,NA
"Strobilomyces mollis","Strobilomyces mollis Corner","yes","yes",1,3,NA,"Strobilomyces mollis",NA,NA
"Strobilomyces nigricans","Strobilomyces nigricans Berk.","yes",NA,0,0,NA,"Strobilomyces nigricans",NA,NA
"Strobilomyces strobilaceus","Strobilomyces strobilaceus (Scop.) Berk.","yes","yes",20,11,NA,"Boletus floccopus, Boletus strobilaceus, Strobilomyces floccopus, Strobilomyces strobilaceus",NA,"yes"
"Strobilomyces velutipes","Strobilomyces velutipes Cooke & Massee","yes",NA,0,0,NA,"Strobilomyces indicus, Strobilomyces velutipes",NA,"yes"
"Suillellus luridus","Suillellus luridus",NA,"yes",2,3,NA,"Suillellus luridus",NA,"yes"
"Suillus amabilis","Suillus amabilis (Peck) Singer","yes","yes",17,6,NA,"Suillus amabilis, Suillus lakei",NA,NA
"Suillus bovinus","Suillus bovinus (L.) Roussel","yes","yes",45,12,"yes","Boletus bovinus, Suillus bovinus",NA,"yes"
"Suillus brevipes","Suillus brevipes (Peck) Kuntze","yes","yes",3,4,NA,"Boletus brevipes, Suillus brevipes",NA,"yes"
"Suillus collinitus","Suillus collinitus",NA,"yes",12,17,NA,"Suillus collinitus",NA,"yes"
"Suillus cothurnatus","Suillus cothurnatus Singer","yes","yes",0,1,NA,"Suillus cothurnatus",NA,"yes"
"Suillus flavus","Suillus flavus (Quél.) Roze & Richon","yes","yes",0,1,NA,"Boletus flavus, Suillus flavus",NA,NA
"Suillus granulatus","Suillus granulatus (L.) Roussel","yes","yes",221,105,"yes","Boletus granulatus, Suillus granulatus",NA,"yes"
"Suillus grevillei","Suillus grevillei (Klotzsch) Singer","yes","yes",1,1,NA,"Boletus elegans, Boletus grevillei, Suillus elegans, Suillus grevillei",NA,"yes"
"Suillus luteus","Suillus luteus (L.) Roussel","yes","yes",208,123,"yes","Boletus luteus, Suillus luteus","yes","yes"
"Suillus pseudobrevipes","Suillus pseudobrevipes",NA,"yes",0,1,NA,"Suillus pseudobrevipes",NA,"yes"
"Suillus punctatipes","Suillus punctatipes (Snell & E.A.Dick) Singer","yes","yes",1,1,NA,"Suillus punctatipes",NA,NA
"Suillus pungens","Suillus pungens",NA,"yes",2,3,NA,"Suillus pungens",NA,"yes"
"Suillus quiescens","Suillus quiescens",NA,"yes",1,58,"yes","Suillus quiescens",NA,"yes"
"Suillus salmonicolor","Suillus salmonicolor",NA,"yes",19,2,NA,"Suillus salmonicolor",NA,"yes"
"Suillus subacerbus","Suillus subacerbus",NA,"yes",0,1,NA,"Suillus subacerbus",NA,NA
"Suillus viscidus","Suillus viscidus",NA,"yes",1,0,NA,"Suillus viscidus",NA,"yes"
"Sutorius australiensis","Sutorius australiensis",NA,"yes",57,23,NA,"Sutorius australiensis",NA,NA
"Tarzetta catinus","Tarzetta catinus (Holmsk.) Korf & J.K.Rogers","yes","yes",2,5,NA,"Peziza catinus, Pustulina catinus, Tarzetta catinus",NA,NA
"Tarzetta cupularis","Tarzetta cupularis (L.) Lambotte","yes","yes",0,1,NA,"Peziza cupularis, Pustularia cupularis, Pustulina cupularis, Tarzetta cupularis",NA,"yes"
"Tarzetta jafneospora","Tarzetta jafneospora",NA,"yes",0,2,NA,"Tarzetta jafneospora",NA,"yes"
"Tarzetta quercus-ilicis","Tarzetta quercus-ilicis",NA,NA,0,0,"yes","Tarzetta quercus-ilicis",NA,"yes"
"Terfezia olbiensis","Terfezia olbiensis",NA,NA,0,0,"yes","Terfezia olbiensis",NA,"yes"
"Thaxterogaster argyrionus","Thaxterogaster argyrionus",NA,"yes",0,10,"yes","Thaxterogaster argyrionus",NA,"yes"
"Thaxterogaster australis","Thaxterogaster australis",NA,"yes",0,3,NA,"Thaxterogaster australis",NA,"yes"
"Thaxterogaster austrocyanites","Thaxterogaster austrocyanites",NA,"yes",6,2,NA,"Thaxterogaster austrocyanites",NA,"yes"
"Thaxterogaster austrosaginus","Thaxterogaster austrosaginus",NA,"yes",3,5,NA,"Thaxterogaster austrosaginus",NA,"yes"
"Thaxterogaster austrovaginatus","Thaxterogaster austrovaginatus",NA,"yes",0,1,"yes","Thaxterogaster austrovaginatus",NA,"yes"
"Thaxterogaster caesibulga","Thaxterogaster caesibulga",NA,"yes",0,13,"yes","Thaxterogaster caesibulga",NA,"yes"
"Thaxterogaster chalybeus","Thaxterogaster chalybeus",NA,NA,0,0,"yes","Thaxterogaster chalybeus",NA,"yes"
"Thaxterogaster cinereoroseolus","Thaxterogaster cinereoroseolus",NA,"yes",0,4,NA,"Thaxterogaster cinereoroseolus",NA,"yes"
"Thaxterogaster iringa","Thaxterogaster iringa",NA,NA,0,0,"yes","Thaxterogaster iringa",NA,"yes"
"Thaxterogaster mariae","Thaxterogaster mariae",NA,"yes",61,15,NA,"Thaxterogaster mariae",NA,NA
"Thaxterogaster nebulobrunneus","Thaxterogaster nebulobrunneus",NA,"yes",0,4,"yes","Thaxterogaster nebulobrunneus",NA,"yes"
"Thaxterogaster persicanus","Thaxterogaster persicanus",NA,"yes",0,2,NA,"Thaxterogaster persicanus",NA,"yes"
"Thaxterogaster submagellanicus","Thaxterogaster submagellanicus",NA,"yes",128,15,"yes","Thaxterogaster submagellanicus",NA,"yes"
"Thaxterogaster turmalis","Thaxterogaster turmalis",NA,NA,0,0,"yes","Thaxterogaster turmalis",NA,"yes"
"Thelephora americana","Thelephora americana Lloyd","yes",NA,0,0,NA,"Thelephora americana",NA,NA
"Thelephora anthocephala","Thelephora anthocephala",NA,NA,NA,NA,NA,NA,"yes","yes"
"Thelephora atra","Thelephora atra Weinm.","yes","yes",0,3,NA,"Thelephora atra",NA,"yes"
"Thelephora atrocitrina","Thelephora atrocitrina",NA,NA,NA,NA,NA,NA,"yes",NA
"Thelephora caryophyllea","Thelephora caryophyllea (Schaeff.) Pers.","yes","yes",0,2,NA,"Helvella caryophyllea, Thelephora caryophyllea",NA,"yes"
"Thelephora concrescens","Thelephora concrescens Fr.","yes",NA,0,0,NA,"Thelephora concrescens",NA,NA
"Thelephora congesta","Thelephora congesta Berk.","yes","yes",3,39,NA,"Dendrocladium congestum, Lachnocladium congestum, Lachnocladium simulans, Stereum simulans, Thelephora congesta, Thelephora simulans",NA,NA
"Thelephora dentosa","Thelephora dentosa Berk. & M.A.Curtis","yes","yes",0,1,NA,"Thelephora dentosa",NA,NA
"Thelephora ellisii","Thelephora ellisii",NA,"yes",0,1,NA,"Thelephora ellisii",NA,NA
"Thelephora exsculpta","Thelephora exsculpta Berk.","yes",NA,0,0,NA,"Thelephora exsculpta",NA,NA
"Thelephora griseozonata","Thelephora griseozonata Cooke","yes",NA,0,0,NA,"Thelephora griseozonata",NA,NA
"Thelephora mollissima","Thelephora mollissima Pers.","yes",NA,0,0,NA,"Thelephora intybacea, Thelephora mollissima",NA,NA
"Thelephora myriomera","Thelephora myriomera Fr.","yes",NA,0,0,NA,"Thelephora myriomera",NA,NA
"Thelephora palmata","Thelephora palmata (Scop.) Fr.","yes","yes",5,2,NA,"Clavaria palmata, Thelephora palmata","yes","yes"
"Thelephora penicillata","Thelephora penicillata (Pers.) Fr.","yes",NA,0,0,NA,"Merisma penicillatum, Thelephora penicillata","yes","yes"
"Thelephora ramarioides","Thelephora ramarioides D.A.Reid","yes","yes",1,1,NA,"Thelephora ramarioides",NA,NA
"Thelephora regularis","Thelephora regularis Schwein.","yes",NA,0,0,NA,"Thelephora regularis",NA,"yes"
"Thelephora regularis","Thelephora regularis var. multipartita (Schwein.) Corner","yes",NA,0,0,NA,"Thelephora multipartita",NA,"yes"
"Thelephora riccioidea","Thelephora riccioidea Berk.","yes",NA,0,0,NA,"Thelephora riccioidea",NA,NA
"Thelephora terrestris","Thelephora terrestris Ehrh.","yes","yes",39,104,NA,"Stereum laciniatum, Thelephora laciniata, Thelephora terrestris",NA,"yes"
"Thelephora wakefieldiae","Thelephora wakefieldiae",NA,"yes",0,10,NA,"Thelephora wakefieldiae",NA,NA
"Timgrovea ferruginea","Timgrovea ferruginea (J.W.Cribb) Bougher & Castellano","yes",NA,0,0,NA,"Gymnoglossum areolatum, Gymnoglossum ferrugineum, Hymenogaster areolatus, Timgrovea ferruginea",NA,NA
"Timgrovea macrospora","Timgrovea macrospora (G.Cunn.) Bougher & Castellano","yes",NA,0,0,NA,"Hymenogaster macrosporus, Timgrovea macrospora",NA,NA
"Timgrovea reticulata","Timgrovea reticulata (G.Cunn.) Bougher & Castellano","yes","yes",1,37,NA,"Gymnoglossum reticulatum, Hymenogaster reticulatus, Timgrovea reticulata",NA,NA
"Timgrovea subtropica","Timgrovea subtropica (J.W.Cribb) Bougher & Castellano","yes",NA,0,0,NA,"Hymenogaster subtropicus, Timgrovea subtropica",NA,NA
"Tomentella afrostuposa","Tomentella afrostuposa",NA,NA,0,0,"yes","Tomentella afrostuposa",NA,"yes"
"Tomentella brunneocystidia","Tomentella brunneocystidia",NA,NA,0,0,"yes","Tomentella brunneocystidia",NA,"yes"
"Tomentella brunneorufa","Tomentella brunneorufa",NA,"yes",0,1,NA,"Tomentella brunneorufa","yes","yes"
"Tomentella cinerascens","Tomentella cinerascens (P.Karst.) Höhn. & Litsch.","yes","yes",0,16,"yes","Hypochnus cinerascens, Tomentella cinerascens",NA,"yes"
"Tomentella coerulea","Tomentella coerulea",NA,"yes",0,12,"yes","Tomentella coerulea","yes","yes"
"Tomentella crinalis","Tomentella crinalis",NA,"yes",0,2,NA,"Tomentella crinalis",NA,NA
"Tomentella ellisii","Tomentella ellisii",NA,NA,0,0,"yes","Tomentella ellisii","yes","yes"
"Tomentella ferruginea","Tomentella ferruginea (Pers.) Pat.","yes","yes",0,1,NA,"Thelephora ferruginea, Tomentella ferruginea, Tomentella fusca",NA,"yes"
"Tomentella fibrosa","Tomentella fibrosa (Berk. & M.A.Curtis) Kõljalg","yes",NA,0,0,NA,"Tomentella bombycina, Tomentella fibrosa, Tomentellina fibrosa, Zygodesmus fibrosus",NA,NA
"Tomentella hjortstamiana","Tomentella hjortstamiana",NA,NA,0,0,"yes","Tomentella hjortstamiana","yes","yes"
"Tomentella inconspicua","Tomentella inconspicua",NA,"yes",0,2,NA,"Tomentella inconspicua",NA,NA
"Tomentella lapida","Tomentella lapida",NA,"yes",1,5,"yes","Tomentella lapida","yes","yes"
"Tomentella lateritia","Tomentella lateritia",NA,"yes",0,9,NA,"Tomentella lateritia","yes","yes"
"Tomentella lilacinogrisea","Tomentella lilacinogrisea",NA,"yes",0,5,NA,"Tomentella lilacinogrisea",NA,"yes"
"Tomentella maroana","Tomentella maroana",NA,NA,NA,NA,NA,NA,"yes","yes"
"Tomentella olivaceobrunnea","Tomentella olivaceobrunnea",NA,"yes",0,1,"yes","Tomentella olivaceobrunnea",NA,"yes"
"Tomentella papuae","Tomentella papuae",NA,NA,NA,NA,NA,NA,"yes","yes"
"Tomentella parmastoana","Tomentella parmastoana",NA,"yes",0,1,NA,"Tomentella parmastoana",NA,"yes"
"Tomentella patagonica","Tomentella patagonica",NA,NA,0,0,"yes","Tomentella patagonica","yes","yes"
"Tomentella pilosa","Tomentella pilosa",NA,"yes",0,46,"yes","Tomentella pilosa","yes","yes"
"Tomentella pulvinulata","Tomentella pulvinulata",NA,NA,0,0,"yes","Tomentella pulvinulata",NA,"yes"
"Tomentella punicea","Tomentella punicea (Alb. & Schwein.) J.Schröt.","yes","yes",0,1,NA,"Thelephora punicea, Tomentella epiphylla, Tomentella punicea",NA,"yes"
"Tomentella radiosa","Tomentella radiosa (P.Karst.) Rick","yes","yes",0,6,"yes","Tomentella radiosa",NA,"yes"
"Tomentella rubiginosa","Tomentella rubiginosa (Bres.) Maire","yes",NA,0,0,NA,"Hypochnus rubiginosus, Tomentella rubiginosa",NA,NA
"Tomentella scobinella","Tomentella scobinella G.Cunn.","yes","yes",0,2,NA,"Tomentella scobinella",NA,NA
"Tomentella spinosispora","Tomentella spinosispora",NA,NA,NA,NA,NA,NA,"yes","yes"
"Tomentella stuposa","Tomentella stuposa",NA,"yes",0,15,NA,"Tomentella stuposa",NA,"yes"
"Tomentella subamyloidea","Tomentella subamyloidea Agerer","yes","yes",0,3,NA,"Tomentella subamyloidea",NA,NA
"Tomentella terrestris","Tomentella terrestris",NA,"yes",0,1,NA,"Tomentella terrestris",NA,"yes"
"Tomentella viridis","Tomentella viridis",NA,"yes",1,3,NA,"Tomentella viridis",NA,NA
"Tomentellopsis bresadoliana","Tomentellopsis bresadoliana (Sacc. & Trotter) Jülich & Stalpers","yes",NA,0,0,NA,"Corticium bresadolianum, Tomentellopsis bresadoliana",NA,NA
"Tomentellopsis echinospora","Tomentellopsis echinospora",NA,"yes",0,2,NA,"Tomentellopsis echinospora",NA,"yes"
"Tomentellopsis zygodesmoides","Tomentellopsis zygodesmoides",NA,"yes",0,6,NA,"Tomentellopsis zygodesmoides",NA,"yes"
"Tremellodendron schweinitzii","Tremellodendron schweinitzii",NA,NA,NA,NA,NA,NA,"yes",NA
"Tremellodendropsis flagelliformis","Tremellodendropsis flagelliformis (Berk.) D.A.Crawford","yes","yes",2,10,NA,"Aphelaria tasmanica, Clavaria flagelliformis, Lachnocladium flagelliforme, Pterula tasmanica, Tremellodendropsis flagelliformis",NA,NA
"Tremellodendropsis lurida","Tremellodendropsis lurida (Kalchbr.) R.H.Petersen","yes",NA,0,0,NA,"Clavaria lurida, Tremellodendropsis lurida",NA,NA
"Tremellodendropsis pusio","Tremellodendropsis pusio (Berk.) D.A.Crawford","yes","yes",249,3,NA,"Aphelaria pusio, Clavaria pusio, Dendrocladium archeri, Lachnocladium archeri, Pseudotremellodendron pusio, Thelephora archeri, Tremellodendropsis pusio",NA,NA
"Tremellodendropsis semivestita","Tremellodendropsis semivestita",NA,"yes",0,1,NA,"Tremellodendropsis semivestita",NA,NA
"Tremellodendropsis semivestitia","Tremellodendropsis semivestitia (Berk. & M.A.Curtis) R.H.Petersen","yes",NA,0,0,NA,"Lachnocladium semivestitum, Tremellodendropsis semivestitia",NA,NA
"Tremellodendropsis tuberosa","Tremellodendropsis tuberosa",NA,"yes",2,0,NA,"Tremellodendropsis tuberosa",NA,"yes"
"Tremelloscypha australiensis","Tremelloscypha australiensis D.A.Reid","yes","yes",0,9,NA,"Tremelloscypha australiensis",NA,NA
"Tricholoma acerbum","Tricholoma acerbum (Bull.) Quél.","yes","yes",0,1,NA,"Agaricus acerbus, Tricholoma acerbum",NA,"yes"
"Tricholoma argyraceum","Tricholoma argyraceum",NA,"yes",0,2,NA,"Tricholoma argyraceum",NA,"yes"
"Tricholoma atrosquamosum","Tricholoma atrosquamosum",NA,"yes",0,1,NA,"Tricholoma atrosquamosum",NA,NA
"Tricholoma austrocolossum","Tricholoma austrocolossum Grgur.","yes",NA,0,0,NA,"Tricholoma australe, Tricholoma austrocolossum",NA,NA
"Tricholoma austrocolossus","Tricholoma austrocolossus",NA,"yes",13,19,NA,"Tricholoma austrocolossus",NA,"yes"
"Tricholoma caligatum","Tricholoma caligatum (Viv.) Ricken","yes","yes",0,1,NA,"Agaricus caligatus, Armillaria caligata, Tricholoma caligatum",NA,"yes"
"Tricholoma candidum","Tricholoma candidum (Cooke & Massee) Pegler","yes",NA,0,0,NA,"Hygrophorus candidus, Tricholoma candidum",NA,NA
"Tricholoma carneoflavidum","Tricholoma carneoflavidum (Kalchbr.) McAlpine","yes","yes",0,1,NA,"Agaricus carneoflavidus, Tricholoma carneoflavidum",NA,NA
"Tricholoma colossus","Tricholoma colossus (Fr.) Quél.","yes","yes",0,1,NA,"Agaricus colossus, Tricholoma colossus",NA,"yes"
"Tricholoma eucalypticum","Tricholoma eucalypticum A.Pearson","yes","yes",119,119,NA,"Lyophyllum eucalypticum, Tricholoma eucalypticum",NA,"yes"
"Tricholoma felschii","Tricholoma felschii",NA,NA,0,0,"yes","Tricholoma felschii",NA,"yes"
"Tricholoma fracticum","Tricholoma fracticum (Britzelm.) Kreisel","yes","yes",3,1,NA,"Agaricus subannulatus, Armillaria subannulatus, Tricholoma batschii, Tricholoma fracticum, Tricholoma subannulatum",NA,NA
"Tricholoma giganteum","Tricholoma giganteum Massee","yes",NA,0,0,NA,"Tricholoma giganteum",NA,NA
"Tricholoma imbricatum","Tricholoma imbricatum",NA,"yes",0,4,NA,"Tricholoma imbricatum",NA,"yes"
"Tricholoma muculentum","Tricholoma muculentum (Berk.) Sacc.","yes",NA,0,0,NA,"Agaricus muculentus, Tricholoma muculentum",NA,NA
"Tricholoma olivaceum","Tricholoma olivaceum",NA,NA,0,0,"yes","Tricholoma olivaceum",NA,"yes"
"Tricholoma pardinum","Tricholoma pardinum",NA,"yes",1,0,NA,"Tricholoma pardinum",NA,NA
"Tricholoma persicinum","Tricholoma persicinum (Fr.) Quél.","yes",NA,0,0,NA,"Agaricus persicinus, Tricholoma persicinum",NA,NA
"Tricholoma pessundatum","Tricholoma pessundatum (Fr.) Quél.","yes","yes",0,1,NA,"Tricholoma pessundatum",NA,"yes"
"Tricholoma plagiotum","Tricholoma plagiotum (Kalchbr.) McAlpine","yes",NA,0,0,NA,"Agaricus plagiotus, Tricholoma plagiotum",NA,NA
"Tricholoma populinum","Tricholoma populinum",NA,NA,0,0,"yes","Tricholoma populinum",NA,"yes"
"Tricholoma portentosum","Tricholoma portentosum (Fr.) Quél.","yes","yes",0,1,NA,"Agaricus portentosus, Tricholoma portentosum",NA,"yes"
